id,title,epic,priority,status,origin,dependencies,body
CHAT-04,"[CHAT-04] Entwürfe pro Host, Instanz und Thread erhalten",CHAT,P1,draft,l8git-Bestand / Ausbau,"PROV-09, CHAT-01","**Problem und Ziel:** Text, Attachments und Composer-Einstellungen beim Navigieren erhalten.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-09, CHAT-01

**Akzeptanzkriterien:**

- [ ] Thread- und Providerwechsel mischen keine Drafts; Neustart stellt nicht gesendeten Text wieder her.
- [ ] Gelöschte Dateien oder fehlende Instanzen werden als reparierbarer Zustand angezeigt; erfolgreich bestätigtes Senden leert nur den richtigen Draft.

**Prüfung:** Zwischen zwei Hosts mit gleichnamigem Thread wechseln und App neu laden.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-05,"[CHAT-05] Datei-, Ordner- und Codebereich-Erwähnungen anschließen",CHAT,P1,draft,l8git-Bestand / Ausbau,"CHAT-01, SEC-02","**Problem und Ziel:** Kontext gezielt aus Repository, Diff und Editor an Claude übergeben.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-01, SEC-02

**Akzeptanzkriterien:**

- [ ] Erwähnungen enthalten aufgelösten Pfad, optional Zeilenbereich und Quelle; Suche berücksichtigt Repo-/Worktree-Kontext.
- [ ] Pfadreferenz wird nicht als implizite Zugriffsfreigabe behandelt; verschwundene und nicht zugängliche Dateien sind vor Send erkennbar.

**Prüfung:** Unicode-Pfad, gelöschte Datei, Symlink außerhalb Repo und mehrzeiliger Codebereich.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-06,"[CHAT-06] Bilder über Datei, Einfügen und Drag-and-drop senden",CHAT,P1,draft,T3-Referenz / Ausbau,"CHAT-01, EXT-02","**Problem und Ziel:** Vorhandene Bildfähigkeit vollständig vom Composer bis zum Claude-Inhalt prüfen.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-01, EXT-02

**Akzeptanzkriterien:**

- [ ] Unterstützte Bildformate werden als native Content-Blöcke mit Vorschau, Entfernen und dokumentierten Größenlimits gesendet.
- [ ] Attachments stehen so vor dem letzten Befehls-Textblock, dass Slash- und Skill-Expansion erhalten bleibt.

**Prüfung:** Mehrere Bilder plus Skill, falscher MIME-Typ, Größenlimit und korrupte Datei.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-07,[CHAT-07] Allgemeine Datei- und Dokumentanhänge einführen,CHAT,P1,draft,T3-Referenz / Ausbau,"CHAT-05, RUN-09, SEC-02","**Problem und Ziel:** PDFs, Text und andere unterstützte Dateien getrennt von bloßen Erwähnungen behandeln.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-05, RUN-09, SEC-02

**Akzeptanzkriterien:**

- [ ] Uploads werden hostseitig außerhalb des Repo gespeichert; Adapter wählt dokumentiertes natives Format oder offen gekennzeichnete Pfadreferenz.
- [ ] Limits, Aufbewahrung, Löschung und ältere Client-Versionen sind berücksichtigt; kein Kopieren ins Repo zur Umgehung von Permissions.

**Prüfung:** Remote-Upload mit PDF, fehlender Datei und älterem Client-Schema.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-08,[CHAT-08] CLI-Befehle und App-Slash-Commands eindeutig routen,CHAT,P1,draft,l8git-Bestand / Ausbau,"PROV-06, EXT-02, RUN-04","**Problem und Ziel:** Lokale Aktionen und von Claude veröffentlichte Commands ohne Namenskonflikte verfügbar machen.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-06, EXT-02, RUN-04

**Akzeptanzkriterien:**

- [ ] Katalog zeigt Name, Alias, Argumenthinweis, Herkunft und Verfügbarkeit; ein CLI-Command wird nicht versehentlich von einem App-Alias verschluckt.
- [ ] TUI-only-Befehle erhalten Terminal-Handoff; unterstützte Befehle werden mit unverändertem Argumenttext gesendet.

**Prüfung:** Kollidierendes /clear, unbekannter Slash, quoted Argument und Commands-Refresh.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-09,[CHAT-09] Prompt-Vorschläge und Folgeaktionen darstellen,CHAT,P2,draft,l8git-Bestand / Ausbau,"CHAT-04, EVT-01","**Problem und Ziel:** Vom Provider angebotene Prompt-Suggestions als bearbeitbare Vorschläge anbieten.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P2  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-04, EVT-01

**Akzeptanzkriterien:**

- [ ] Vorschläge werden dem richtigen abgeschlossenen Turn zugeordnet und verfallen bei neuer Eingabe.
- [ ] Klick übernimmt in den Composer; keine automatische Sendung und kein Ersatz eigener Entwürfe.

**Prüfung:** Später Vorschlag nach Threadwechsel und existierender Draft.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-10,"[CHAT-10] Thread-Liste mit Suche, Pins, Archiv und Titel vervollständigen",CHAT,P1,draft,l8git-Bestand / Ausbau,"PROV-09, HIST-01, RUN-07","**Problem und Ziel:** Vorhandene Thread-Verwaltung für mehrere Instanzen und große History erhalten.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-09, HIST-01, RUN-07

**Akzeptanzkriterien:**

- [ ] Suchen, Umbenennen, Pin, Archivieren und Wiederherstellen behalten stabile Identitäten; Statusfilter berücksichtigen laufend und wartet auf Antwort.
- [ ] Löschen unterscheidet l8git-Metadaten und native History; aktive Session wird geordnet beendet und Umfang der Löschung angezeigt.

**Prüfung:** Zwei gleichnamige Threads, Archiv mit aktiver Session und fehlgeschlagene native Löschung.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-11,"[CHAT-11] Nachrichten kopieren, exportieren und gezielt erneut senden",CHAT,P2,draft,l8git-Bestand / Ausbau,"CHAT-02, HIST-04, SEC-06","**Problem und Ziel:** Kleine Chat-Aktionen inklusive fehlgeschlagenem Turn sauber definieren.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P2  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-02, HIST-04, SEC-06

**Akzeptanzkriterien:**

- [ ] Kopie und Markdown-/JSON-Export erhalten Text, Tool-Zusammenfassungen und Anhänge als Referenzen; private Thinking-Signaturen werden entfernt.
- [ ] Retry ist eine bewusste Aktion mit Hinweis bei unklarem Annahmestatus; Edit-and-resend nutzt Fork/Rollback statt Historie still umzuschreiben.

**Prüfung:** Fehlgeschlagener Send, unklarer Ack und Export eines Threads mit Toolfehlern.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
CHAT-12,"[CHAT-12] Tastatur, Fokus, Sprache und Zugänglichkeit abschließen",CHAT,P1,draft,l8git-Bestand / Ausbau,"CHAT-08, ASK-03, UX-02","**Problem und Ziel:** Composer, Menüs, Fragen und Statusanzeigen vollständig bedienbar machen.

**Bereich:** /agents · Composer und Session-Verwaltung  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-08, ASK-03, UX-02

**Akzeptanzkriterien:**

- [ ] Send/Zeilenumbruch, Escape/Stop und Command-Picker funktionieren mit Fokusregeln; Screenreader bekommen sinnvolle Zustandswechsel ohne Token-Spam.
- [ ] Alle neuen Texte nutzen vorhandene Locale-Struktur; lange Namen und kleine Fenster zerstören keine Bedienflächen.

**Prüfung:** Tastatur-E2E und manuelle Screenreader-Abnahme in Deutsch und Englisch.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/session-catalog.ts`, `src-tauri/src/claude.rs`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ProviderSessionDirectory.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Services/ProviderSessionDirectory.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EVT-01,[EVT-01] Claude-Rohereignisse zentral normalisieren,EVT,P0,draft,T3-Referenz / Ausbau,"PROV-07, RUN-06","**Problem und Ziel:** Top-Level-Frames und system.subtype vor Store-Verarbeitung in kanonische Events übersetzen.

**Bereich:** /agents · Streaming, Tools und vollständige Ereignisabbildung  
**Priorität:** P0  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-07, RUN-06

**Akzeptanzkriterien:**

- [ ] system/task_started, task_progress, task_updated, task_notification, status und Hooks erreichen dieselben fachlichen Handler wie kompatible ältere Formen.
- [ ] Jede im Referenzadapter behandelte Eventfamilie hat Mapping, bewusstes Ignore oder Versions-Ticket; unbekannte Kontrollanfragen werden nie pauschal als Erfolg beantwortet.

**Prüfung:** Referenz-Fixtures im tatsächlichen system-Envelope statt nur synthetischer Top-Level-Events.

**Implementierungsanker in l8git:** `src/lib/agents/providers/claude/chat-store.ts`, `src/lib/agents/types.ts`, `src/lib/agents/transcript-rows.ts`, `src/lib/agents/plugins/content.ts`, `src/components/agents/run/agent-run-detail.tsx`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [providerRuntime.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/packages/contracts/src/providerRuntime.ts), [ProviderRuntimeIngestion.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/orchestration/Layers/ProviderRuntimeIngestion.ts)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EVT-02,[EVT-02] Text-Deltas und Assistant-Snapshots ohne Duplikate zusammenführen,EVT,P0,draft,T3-Referenz / Ausbau,EVT-01,"**Problem und Ziel:** Token-Streaming mit finalen Assistant-Frames konsistent halten.

**Bereich:** /agents · Streaming, Tools und vollständige Ereignisabbildung  
**Priorität:** P0  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EVT-01

**Akzeptanzkriterien:**

- [ ] Text erscheint genau einmal, unabhängig davon, ob Snapshot vor oder nach Deltas kommt; fehlende Deltas nutzen Snapshot-Text.
- [ ] Wiederverwendete Block-Indizes erhalten neue Message-Identität; Text vor und nach Tool-Aufruf behält die Reihenfolge.

**Prüfung:** Permutationen aus Snapshot, Delta, Tool und result mit wiederverwendetem Index.

**Implementierungsanker in l8git:** `src/lib/agents/providers/claude/chat-store.ts`, `src/lib/agents/types.ts`, `src/lib/agents/transcript-rows.ts`, `src/lib/agents/plugins/content.ts`, `src/components/agents/run/agent-run-detail.tsx`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [providerRuntime.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/packages/contracts/src/providerRuntime.ts), [ProviderRuntimeIngestion.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/orchestration/Layers/ProviderRuntimeIngestion.ts)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EVT-03,[EVT-03] Provider-gelieferte Thinking-Blöcke darstellen,EVT,P1,draft,T3-Referenz / Ausbau,EVT-02,"**Problem und Ziel:** Verfügbare Reasoning-Ausgabe getrennt vom normalen Text anzeigen.

**Bereich:** /agents · Streaming, Tools und vollständige Ereignisabbildung  
**Priorität:** P1  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EVT-02

**Akzeptanzkriterien:**

- [ ] Nur tatsächlich gelieferte Thinking-Inhalte werden gerendert; Start, Teiltext und Ende sind zuordenbar und einklappbar.
- [ ] Opaque Signaturen und redacted-thinking-Payloads werden nicht als lesbarer Gedankentext ausgegeben; Export beachtet dieselbe Regel.

**Prüfung:** Thinking-Deltas, redigierter Block und nicht unterstützendes Modell.

**Implementierungsanker in l8git:** `src/lib/agents/providers/claude/chat-store.ts`, `src/lib/agents/types.ts`, `src/lib/agents/transcript-rows.ts`, `src/lib/agents/plugins/content.ts`, `src/components/agents/run/agent-run-detail.tsx`

**Referenz und Übernahmebasis:** [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [providerRuntime.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/packages/contracts/src/providerRuntime.ts), [ProviderRuntimeIngestion.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/orchestration/Layers/ProviderRuntimeIngestion.ts)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
